investor_id,Date,year,quarter,macro_state_label,split,persona_risk_tolerance,persona_time_horizon,persona_loss_aversion,persona_macro_sensitivity,inflation,cycle,unemployment,monetary,stress,Year_Qtr,Mkt-RF,SMB,HML,RMW,CMA,Alpha,state_Expansion,state_Inflationary Tightening,state_Neutral,state_Recession
INV_YACKTMAN,4Q18,2018,4,Neutral,train,0.57012206,0.5295136,0.56155604,0.45312598,0.49,0.18,0.09,0.68,0.67,2018-Q4,0.96,-0.02,0.56,0.32,0.17,0.013,0.0,0.0,1.0,0.0
INV_YACKTMAN,1Q19,2019,1,Neutral,train,0.56910616,0.5295748,0.56013626,0.45271322,0.49,0.48,0.15,0.7,0.4,2019-Q1,0.94,-0.04,0.6,0.34,0.19,0.012,0.0,0.0,1.0,0.0
INV_YACKTMAN,2Q19,2019,2,Expansion,train,0.56910616,0.5295748,0.56013626,0.45271322,0.39,0.69,0.05,0.69,0.3,2019-Q2,0.93,-0.06,0.62,0.36,0.21,0.011,1.0,0.0,0.0,0.0
INV_YACKTMAN,3Q19,2019,3,Expansion,train,0.5687328,0.528979,0.5598412,0.45400593,0.55,0.92,0.06,0.67,0.36,2019-Q3,0.98,0.0,0.55,0.31,0.16,0.015,1.0,0.0,0.0,0.0
INV_YACKTMAN,4Q19,2019,4,Neutral,train,0.5687328,0.528979,0.5598412,0.45400593,0.66,0.57,0.01,0.56,0.21,2019-Q4,0.97,-0.01,0.57,0.33,0.18,0.014,0.0,0.0,1.0,0.0
INV_YACKTMAN,1Q20,2020,1,Neutral,train,0.5688414,0.52939475,0.5592867,0.4530067,0.66,0.02,0.13,0.51,0.94,2020-Q1,0.85,-0.15,0.65,0.4,0.25,0.007,0.0,0.0,1.0,0.0
INV_YACKTMAN,2Q20,2020,2,Recession,train,0.5688414,0.52939475,0.5592867,0.4530067,0.11,0.0,1.0,0.0,0.97,2020-Q2,0.82,-0.18,0.68,0.43,0.28,0.005,0.0,0.0,0.0,1.0
INV_YACKTMAN,3Q20,2020,3,Neutral,train,0.57007515,0.52967995,0.56088686,0.45179197,0.09,1.0,0.89,0.13,0.85,2020-Q3,0.88,-0.1,0.58,0.35,0.2,0.009,0.0,0.0,1.0,0.0
INV_YACKTMAN,4Q20,2020,4,Neutral,train,0.57007515,0.52967995,0.56088686,0.45179197,0.14,0.87,0.77,0.09,0.83,2020-Q4,0.87,-0.12,0.6,0.37,0.22,0.008,0.0,0.0,1.0,0.0
INV_YACKTMAN,1Q21,2021,1,Neutral,test,0.5677608,0.5273939,0.5566351,0.45554358,0.07,0.96,0.74,0.04,0.74,2021-Q1,0.84,-0.16,0.66,0.41,0.26,0.007,0.0,0.0,1.0,0.0
INV_YACKTMAN,2Q21,2021,2,Neutral,test,0.5677608,0.5273939,0.5566351,0.45554358,0.83,0.98,0.69,0.01,0.52,2021-Q2,0.83,-0.18,0.69,0.44,0.29,0.006,0.0,0.0,1.0,0.0
INV_YACKTMAN,3Q21,2021,3,Neutral,test,0.56770676,0.5271752,0.5576686,0.45580283,0.92,0.66,0.51,0.11,0.54,2021-Q3,0.89,-0.11,0.59,0.36,0.21,0.01,0.0,0.0,1.0,0.0
INV_YACKTMAN,4Q21,2021,4,Neutral,test,0.56770676,0.5271752,0.5576686,0.45580283,0.93,0.98,0.24,0.05,0.57,2021-Q4,0.88,-0.12,0.61,0.38,0.23,0.009,0.0,0.0,1.0,0.0
INV_YACKTMAN,1Q22,2022,1,Neutral,test,0.56747735,0.52737945,0.5547903,0.4540719,0.97,0.09,0.11,0.2,0.81,2022-Q1,0.86,-0.15,0.65,0.42,0.27,0.008,0.0,0.0,1.0,0.0
INV_YACKTMAN,2Q22,2022,2,Neutral,test,0.56747735,0.52737945,0.5547903,0.4540719,0.99,0.18,0.04,0.42,0.89,2022-Q2,0.85,-0.17,0.67,0.44,0.29,0.007,0.0,0.0,1.0,0.0
INV_YACKTMAN,3Q22,2022,3,Inflationary Tightening,test,0.5672904,0.5273785,0.5561811,0.45444182,0.98,0.59,0.03,0.66,0.78,2022-Q3,0.9,-0.09,0.58,0.35,0.2,0.011,0.0,1.0,0.0,0.0
INV_YACKTMAN,4Q22,2022,4,Inflationary Tightening,test,0.5672904,0.5273785,0.5561811,0.45444182,1.0,0.57,0.06,0.77,0.79,2022-Q4,0.89,-0.1,0.6,0.37,0.22,0.01,0.0,1.0,0.0,0.0
INV_YACKTMAN,1Q23,2023,1,Inflationary Tightening,test,0.5674836,0.5282432,0.55614215,0.45379922,0.96,0.59,0.0,0.86,0.64,2023-Q1,0.87,-0.14,0.64,0.41,0.26,0.009,0.0,1.0,0.0,0.0
INV_YACKTMAN,2Q23,2023,2,Inflationary Tightening,test,0.5674836,0.5282432,0.55614215,0.45379922,0.95,0.48,0.02,0.89,0.41,2023-Q2,0.86,-0.16,0.66,0.43,0.28,0.008,0.0,1.0,0.0,0.0
INV_YACKTMAN,3Q23,2023,3,Expansion,test,0.56767124,0.5285293,0.55784506,0.45414943,0.94,0.9,0.08,0.94,0.29,2023-Q3,0.92,-0.08,0.56,0.34,0.19,0.012,1.0,0.0,0.0,0.0
INV_YACKTMAN,4Q23,2023,4,Expansion,test,0.56767124,0.5285293,0.55784506,0.45414943,0.91,0.69,0.09,0.97,0.31,2023-Q4,0.91,-0.09,0.58,0.36,0.21,0.011,1.0,0.0,0.0,0.0
INV_YACKTMAN,1Q24,2024,1,Inflationary Tightening,test,0.57560337,0.5300204,0.5615981,0.44703323,0.9,0.23,0.11,0.97,0.18,2024-Q1,0.89,-0.13,0.62,0.4,0.25,0.01,0.0,1.0,0.0,0.0
INV_YACKTMAN,2Q24,2024,2,Expansion,test,0.57560337,0.5300204,0.5615981,0.44703323,0.89,0.76,0.17,0.97,0.22,2024-Q2,0.88,-0.15,0.64,0.42,0.27,0.009,1.0,0.0,0.0,0.0
INV_YACKTMAN,3Q24,2024,3,Inflationary Tightening,test,0.5755884,0.52991724,0.56093484,0.44810092,0.87,0.66,0.23,0.96,0.46,2024-Q3,0.93,-0.07,0.55,0.33,0.18,0.013,0.0,1.0,0.0,0.0
INV_YACKTMAN,4Q24,2024,4,Inflationary Tightening,test,0.5755884,0.52991724,0.56093484,0.44810092,0.88,0.33,0.21,0.87,0.47,2024-Q4,0.92,-0.08,0.57,0.35,0.2,0.012,0.0,1.0,0.0,0.0
